         20846309 function calls (20599850 primitive calls) in 34.277 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        5    0.000    0.000    0.000    0.000 _subplots.py:111(get_subplotspec)
        5    0.000    0.000    0.002    0.000 _subplots.py:123(update_params)
        5    0.000    0.000    0.139    0.028 _subplots.py:18(__init__)
        2    0.000    0.000    0.000    0.000 _subplots.py:203(subplot_class_factory)
        3    0.000    0.000    0.000    0.000 _subplots.py:218(<genexpr>)
        1    0.000    0.000    0.000    0.000 _tester.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _tools.py:3(<module>)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:113(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
       27    0.000    0.000    0.000    0.000 _validators.py:221(validate_bool_kwarg)
       10    0.000    0.000    0.000    0.000 _validators.py:325(validate_fillna_kwargs)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        2    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:7(<module>)
      353    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
      353    0.000    0.000    0.001    0.000 _weakrefset.py:20(__enter__)
      353    0.001    0.000    0.001    0.000 _weakrefset.py:26(__exit__)
      424    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
      353    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
      585    0.001    0.000    0.003    0.000 _weakrefset.py:58(__iter__)
   211367    0.164    0.000    0.164    0.000 _weakrefset.py:70(__contains__)
      372    0.001    0.000    0.001    0.000 _weakrefset.py:81(add)
      117    0.002    0.000    0.011    0.000 abc.py:132(__new__)
      117    0.000    0.000    0.002    0.000 abc.py:135(<setcomp>)
       16    0.000    0.000    0.001    0.000 abc.py:151(register)
   109491    0.237    0.000    0.413    0.000 abc.py:180(__instancecheck__)
   599/56    0.004    0.000    0.013    0.000 abc.py:196(__subclasscheck__)
       94    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       16    0.000    0.000    0.000    0.000 accessor.py:110(delegate_names)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
       16    0.000    0.000    0.001    0.000 accessor.py:137(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:150(CachedAccessor)
        7    0.000    0.000    0.000    0.000 accessor.py:163(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:43(PandasDelegate)
       16    0.000    0.000    0.001    0.000 accessor.py:58(_add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:7(<module>)
      116    0.000    0.000    0.001    0.000 accessor.py:74(_create_delegator_property)
       62    0.000    0.000    0.000    0.000 accessor.py:88(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 accessors.py:109(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:180(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:20(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:269(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:290(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.001    0.001 accessors.py:3(<module>)
        1    0.000    0.000    0.008    0.008 afm.py:38(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:390(AFM)
        1    0.000    0.000    0.000    0.000 algorithms.py:1041(SelectN)
        1    0.000    0.000    0.000    0.000 algorithms.py:1067(SelectNSeries)
        1    0.000    0.000    0.000    0.000 algorithms.py:1132(SelectNFrame)
       12    0.000    0.000    0.000    0.000 algorithms.py:1243(_view_wrapper)
    22683    0.208    0.000    0.627    0.000 algorithms.py:1411(_get_take_nd_function)
    22683    0.400    0.000    3.087    0.000 algorithms.py:1538(take_nd)
        1    0.000    0.000    0.001    0.001 algorithms.py:4(<module>)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 align.py:44(_filter_special_cases)
        1    0.000    0.000    0.038    0.038 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 api.py:128(_union_indexes)
        1    0.000    0.000    0.000    0.000 api.py:205(_sanitize_and_check)
        1    0.000    0.000    0.000    0.000 api.py:226(<setcomp>)
        1    0.000    0.000    0.000    0.000 api.py:243(_get_consensus_names)
        1    0.000    0.000    0.000    0.000 api.py:262(<setcomp>)
        6    0.000    0.000    0.061    0.010 api.py:3(<module>)
        1    0.000    0.000    0.000    0.000 api.py:44(_get_objs_combined_axis)
        1    0.000    0.000    0.301    0.301 api.py:5(<module>)
        1    0.000    0.000    0.000    0.000 api.py:56(TimeGrouper)
        1    0.000    0.000    0.000    0.000 api.py:67(<listcomp>)
        1    0.000    0.000    0.000    0.000 api.py:73(_get_distinct_objs)
        1    0.000    0.000    0.000    0.000 api.py:87(_get_combined_index)
    60/56    0.000    0.000    0.009    0.000 apipkg.py:133(__makeattr)
        2    0.000    0.000    0.000    0.000 apipkg.py:16(_py_abspath)
        1    0.000    0.000    0.000    0.000 apipkg.py:174(AliasModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:185(AliasModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:40(initpkg)
        1    0.000    0.000    0.000    0.000 apipkg.py:53(<listcomp>)
        1    0.000    0.000    0.009    0.009 apipkg.py:68(importobj)
        1    0.000    0.000    0.000    0.000 apipkg.py:7(<module>)
        1    0.000    0.000    0.000    0.000 apipkg.py:80(ApiModule)
        1    0.000    0.000    0.000    0.000 apipkg.py:88(__docset)
     10/1    0.000    0.000    0.000    0.000 apipkg.py:92(__init__)
       10    0.000    0.000    0.000    0.000 apipkg.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1009(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1056(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1150(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1204(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1224(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1531(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1565(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1585(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:200(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:641(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:652(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:663(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:680(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:713(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:733(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:742(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:833(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:868(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:891(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:908(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:925(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:962(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:988(_CountAction)
        1    0.000    0.000    0.014    0.014 array_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1135(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1148(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1158(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1187(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1194(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1228(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1260(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1265(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1312(StructureFormat)
       15    0.000    0.000    0.001    0.000 arrayprint.py:1499(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:460(decorating_function)
       15    0.001    0.000    0.001    0.000 arrayprint.py:463(wrapper)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:832(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:975(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:982(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrays.py:3(<module>)
     7842    0.010    0.000    0.067    0.000 arrays.py:7(extract_array)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.007    0.007 artist.py:1(<module>)
      350    0.002    0.000    0.011    0.000 artist.py:1008(set)
       50    0.000    0.000    0.000    0.000 artist.py:1072(mouseover)
        1    0.000    0.000    0.001    0.001 artist.py:1088(ArtistInspector)
       12    0.000    0.000    0.008    0.001 artist.py:1094(__init__)
       12    0.001    0.000    0.008    0.001 artist.py:1114(get_aliases)
       12    0.001    0.000    0.003    0.000 artist.py:1125(<listcomp>)
      410    0.002    0.000    0.033    0.000 artist.py:1142(get_valid_values)
       12    0.006    0.001    0.043    0.004 artist.py:1179(_get_setters_and_targets)
      451    0.001    0.000    0.002    0.000 artist.py:1204(_replace_path)
        1    0.000    0.000    0.004    0.004 artist.py:1217(get_setters)
        1    0.000    0.000    0.000    0.000 artist.py:1223(<listcomp>)
     1592    0.001    0.000    0.002    0.000 artist.py:1225(is_alias)
      410    0.000    0.000    0.000    0.000 artist.py:1235(aliased_name)
       11    0.001    0.000    0.074    0.007 artist.py:1268(pprint_setters)
       11    0.000    0.000    0.081    0.007 artist.py:1511(kwdoc)
      365    0.001    0.000    0.003    0.000 artist.py:179(convert_xunits)
      365    0.000    0.000    0.002    0.000 artist.py:188(convert_yunits)
     3265    0.001    0.000    0.001    0.000 artist.py:197(axes)
      407    0.000    0.000    0.000    0.000 artist.py:205(axes)
5905/4728    0.006    0.000    0.011    0.000 artist.py:225(stale)
     1056    0.001    0.000    0.002    0.000 artist.py:310(pchanged)
       50    0.000    0.000    0.000    0.000 artist.py:318(is_transform_set)
       22    0.000    0.000    0.000    0.000 artist.py:32(allow_rasterization)
      267    0.000    0.000    0.001    0.000 artist.py:325(set_transform)
      140    0.000    0.000    0.000    0.000 artist.py:338(get_transform)
      960    0.002    0.000    0.004    0.000 artist.py:61(_stale_axes_callback)
      292    0.001    0.000    0.001    0.000 artist.py:627(set_figure)
       15    0.000    0.000    0.000    0.000 artist.py:651(set_clip_box)
      105    0.002    0.000    0.030    0.000 artist.py:663(set_clip_path)
        1    0.000    0.000    0.000    0.000 artist.py:69(Artist)
       10    0.000    0.000    0.000    0.000 artist.py:724(get_visible)
     5905    0.002    0.000    0.002    0.000 artist.py:728(get_animated)
       35    0.000    0.000    0.000    0.000 artist.py:751(get_clip_path)
      293    0.004    0.000    0.006    0.000 artist.py:82(__init__)
       30    0.000    0.000    0.000    0.000 artist.py:836(set_alpha)
       20    0.000    0.000    0.000    0.000 artist.py:848(set_visible)
      593    0.005    0.000    0.019    0.000 artist.py:885(update)
      165    0.001    0.000    0.002    0.000 artist.py:889(_update_property)
      593    0.000    0.000    0.002    0.000 artist.py:916(<listcomp>)
       35    0.000    0.000    0.000    0.000 artist.py:923(get_label)
       75    0.000    0.000    0.001    0.000 artist.py:927(set_label)
      125    0.000    0.000    0.001    0.000 artist.py:947(set_zorder)
      490    0.000    0.000    0.000    0.000 artist.py:962(sticky_edges)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:266(NodeTransformer)
       75    0.000    0.000    0.000    0.000 axis.py:1372(get_major_locator)
       10    0.000    0.000    0.000    0.000 axis.py:1388(get_major_ticks)
       20    0.000    0.000    0.045    0.002 axis.py:1418(grid)
       20    0.000    0.000    0.000    0.000 axis.py:1443(<dictcomp>)
      160    0.001    0.000    0.008    0.000 axis.py:1460(update_units)
       60    0.000    0.000    0.000    0.000 axis.py:1482(_update_axisinfo)
       90    0.000    0.000    0.000    0.000 axis.py:1516(have_units)
      255    0.000    0.000    0.003    0.000 axis.py:1519(convert_units)
       60    0.000    0.000    0.001    0.000 axis.py:1533(set_units)
        5    0.000    0.000    0.000    0.000 axis.py:1557(set_label_text)
       85    0.000    0.000    0.001    0.000 axis.py:1571(set_major_formatter)
       80    0.000    0.000    0.001    0.000 axis.py:1587(set_minor_formatter)
       85    0.000    0.000    0.001    0.000 axis.py:1603(set_major_locator)
       80    0.000    0.000    0.001    0.000 axis.py:1619(set_minor_locator)
        5    0.000    0.000    0.001    0.000 axis.py:1645(set_ticklabels)
        5    0.000    0.000    0.000    0.000 axis.py:1697(set_ticks)
       30    0.000    0.000    0.000    0.000 axis.py:170(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:1790(XAxis)
       15    0.000    0.000    0.028    0.002 axis.py:1813(_get_tick)
        5    0.000    0.000    0.001    0.000 axis.py:1820(_get_label)
        5    0.000    0.000    0.001    0.000 axis.py:1838(_get_offset_text)
       30    0.000    0.000    0.000    0.000 axis.py:190(_set_labelrotation)
       45    0.000    0.000    0.000    0.000 axis.py:2117(get_minpos)
       30    0.000    0.000    0.000    0.000 axis.py:213(get_tick_padding)
        1    0.000    0.000    0.000    0.000 axis.py:2164(YAxis)
       15    0.000    0.000    0.027    0.002 axis.py:2189(_get_tick)
        5    0.000    0.000    0.002    0.000 axis.py:2196(_get_label)
        5    0.000    0.000    0.001    0.000 axis.py:2216(_get_offset_text)
       30    0.000    0.000    0.017    0.001 axis.py:229(set_clip_path)
       45    0.000    0.000    0.000    0.000 axis.py:2502(get_minpos)
        1    0.000    0.000    0.007    0.007 axis.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
      150    0.000    0.000    0.001    0.000 axis.py:335(_set_artist_props)
        1    0.000    0.000    0.000    0.000 axis.py:34(<listcomp>)
       70    0.002    0.000    0.013    0.000 axis.py:342(_apply_params)
      350    0.000    0.000    0.000    0.000 axis.py:346(<genexpr>)
       70    0.000    0.000    0.000    0.000 axis.py:365(<dictcomp>)
       70    0.000    0.000    0.000    0.000 axis.py:376(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:38(Tick)
       70    0.000    0.000    0.000    0.000 axis.py:387(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:404(XTick)
       15    0.000    0.000    0.001    0.000 axis.py:411(_get_text1_transform)
       15    0.000    0.000    0.001    0.000 axis.py:414(_get_text2_transform)
       15    0.000    0.000    0.000    0.000 axis.py:417(apply_tickdir)
       15    0.000    0.000    0.003    0.000 axis.py:431(_get_text1)
       15    0.000    0.000    0.003    0.000 axis.py:448(_get_text2)
       15    0.000    0.000    0.006    0.000 axis.py:464(_get_tick1line)
       15    0.000    0.000    0.006    0.000 axis.py:475(_get_tick2line)
       15    0.000    0.000    0.008    0.001 axis.py:490(_get_gridline)
       15    0.000    0.000    0.000    0.000 axis.py:506(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:527(YTick)
       15    0.000    0.000    0.001    0.000 axis.py:534(_get_text1_transform)
       15    0.000    0.000    0.001    0.000 axis.py:537(_get_text2_transform)
       15    0.000    0.000    0.000    0.000 axis.py:540(apply_tickdir)
       15    0.000    0.000    0.003    0.000 axis.py:555(_get_text1)
       15    0.000    0.000    0.003    0.000 axis.py:570(_get_text2)
       15    0.000    0.000    0.006    0.000 axis.py:585(_get_tick1line)
       15    0.000    0.000    0.005    0.000 axis.py:600(_get_tick2line)
       15    0.000    0.000    0.007    0.000 axis.py:614(_get_gridline)
       15    0.000    0.000    0.000    0.000 axis.py:629(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:650(Ticker)
        1    0.000    0.000    0.000    0.000 axis.py:655(_LazyTickList)
        2    0.000    0.000    0.000    0.000 axis.py:663(__init__)
    30/20    0.000    0.000    0.055    0.003 axis.py:666(__get__)
        1    0.000    0.000    0.000    0.000 axis.py:687(Axis)
       10    0.000    0.000    0.011    0.001 axis.py:701(__init__)
       30    0.001    0.000    0.055    0.002 axis.py:72(__init__)
       90    0.000    0.000    0.001    0.000 axis.py:760(get_transform)
      160    0.000    0.000    0.000    0.000 axis.py:763(get_scale)
       80    0.000    0.000    0.019    0.000 axis.py:766(_set_scale)
       90    0.000    0.000    0.001    0.000 axis.py:775(limit_range_for_scale)
       60    0.001    0.000    0.017    0.000 axis.py:797(cla)
       80    0.000    0.000    0.001    0.000 axis.py:820(reset_ticks)
       40    0.001    0.000    0.051    0.001 axis.py:840(set_tick_params)
       40    0.000    0.000    0.001    0.000 axis.py:871(_translate_tick_kw)
       10    0.000    0.000    0.038    0.004 axis.py:923(set_clip_path)
       20    0.000    0.000    0.000    0.000 axis.py:958(_set_artist_props)
        1    0.000    0.000    0.002    0.002 backend_agg.py:21(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:372(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:592(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:62(RendererAgg)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1096(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1251(Event)
        1    0.000    0.000    0.000    0.000 backend_bases.py:127(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1275(DrawEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1303(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1324(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1333(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1428(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1485(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1529(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1569(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1615(__init__)
        5    0.000    0.000    0.000    0.000 backend_bases.py:2134(mpl_connect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2432(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2436(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2455(__init__)
        5    0.000    0.000    0.000    0.000 backend_bases.py:2469(notify_axes_change)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2522(NavigationToolbar2)
        1    0.000    0.000    0.028    0.028 backend_bases.py:2582(__init__)
        6    0.000    0.000    0.000    0.000 backend_bases.py:2972(update)
        7    0.000    0.000    0.000    0.000 backend_bases.py:3007(set_history_buttons)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3011(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3156(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3179(_Backend)
        1    0.000    0.000    0.150    0.150 backend_bases.py:3210(new_figure_manager)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3270(export)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3284(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3292(ShowBase)
        1    0.000    0.000    0.007    0.007 backend_bases.py:33(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:728(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 backend_managers.py:15(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:24(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:31(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:43(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        1    0.000    0.000    0.038    0.038 backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:7(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1024(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1066(ToolCopyToClipboardBase)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:147(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:237(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:26(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:309(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:35(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:356(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:404(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:420(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:437(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:471(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:492(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:512(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:525(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:542(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:552(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:562(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:714(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:726(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:735(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:744(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:753(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:760(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:768(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:832(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:958(ToolPan)
        2    0.000    0.000    0.014    0.007 base.py:1(<module>)
       42    0.000    0.000    0.000    0.000 base.py:100(_make_arithmetic_op)
        1    0.000    0.000    0.000    0.000 base.py:1006(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:101(BaseResource)
        3    0.000    0.000    0.009    0.003 base.py:1023(to_native_types)
        3    0.000    0.000    0.009    0.003 base.py:1049(_format_native_types)
        1    0.000    0.000    0.000    0.000 base.py:11(_DtypeOpsMixin)
       13    0.000    0.000    0.001    0.000 base.py:1117(__iter__)
        3    0.000    0.000    0.000    0.000 base.py:1236(_get_names)
        1    0.000    0.000    0.000    0.000 base.py:1239(_set_names)
        1    0.000    0.000    0.000    0.000 base.py:127(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:1271(set_names)
        1    0.000    0.000    0.000    0.000 base.py:13(Put)
       27    0.000    0.000    0.000    0.000 base.py:131(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1345(rename)
    50006    0.014    0.000    0.014    0.000 base.py:1395(nlevels)
        1    0.000    0.000    0.000    0.000 base.py:14(GroupByMixin)
    21453    0.005    0.000    0.005    0.000 base.py:142(capacity)
        1    0.000    0.000    0.000    0.000 base.py:144(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 base.py:148(ExtensionDtype)
       13    0.000    0.000    0.002    0.000 base.py:152(_new_Index)
        1    0.000    0.000    0.000    0.000 base.py:158(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:162(DataError)
        1    0.000    0.000    0.003    0.003 base.py:165(Index)
     7565    0.136    0.000    0.262    0.000 base.py:1657(is_unique)
        1    0.000    0.000    0.000    0.000 base.py:166(SpecificationError)
    15110    0.011    0.000    0.011    0.000 base.py:1671(is_integer)
    35498    0.064    0.000    0.283    0.000 base.py:168(_trigger_put)
    45411    0.057    0.000    0.285    0.000 base.py:1680(is_object)
        1    0.000    0.000    0.000    0.000 base.py:170(SelectionMixin)
        2    0.000    0.000    0.000    0.000 base.py:1728(inferred_type)
       12    0.000    0.000    0.000    0.000 base.py:1735(is_all_dates)
        3    0.000    0.000    0.000    0.000 base.py:19(_dispatch)
    35498    0.057    0.000    0.244    0.000 base.py:206(_trigger_get)
7609/7599    0.179    0.000    1.052    0.000 base.py:253(__new__)
    90817    0.101    0.000    0.305    0.000 base.py:2649(get_loc)
    17749    0.077    0.000    0.331    0.000 base.py:27(__init__)
        1    0.000    0.000    0.000    0.000 base.py:28(ExtensionArray)
       48    0.000    0.000    0.000    0.000 base.py:2848(_convert_scalar_indexer)
        1    0.000    0.000    0.000    0.000 base.py:2896(_convert_slice_indexer)
        2    0.000    0.000    0.000    0.000 base.py:2914(is_int)
        1    0.000    0.000    0.009    0.009 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:33(StringMixin)
    17749    0.003    0.000    0.003    0.000 base.py:36(__enter__)
    30308    0.038    0.000    0.074    0.000 base.py:3607(values)
       17    0.000    0.000    0.000    0.000 base.py:3631(_values)
    15154    0.013    0.000    0.044    0.000 base.py:3662(get_values)
     7560    0.007    0.000    0.009    0.000 base.py:3805(_coerce_to_ndarray)
