         20846309 function calls (20599850 primitive calls) in 34.277 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       96    0.001    0.000    0.009    0.000 text.py:131(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1682(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1766(_AnnotationBase)
      253    0.001    0.000    0.009    0.000 text.py:180(update)
        1    0.000    0.000    0.000    0.000 text.py:1980(Annotation)
       96    0.000    0.000    0.000    0.000 text.py:246(set_rotation_mode)
        1    0.000    0.000    0.067    0.067 text.py:3(<module>)
       15    0.000    0.000    0.000    0.000 text.py:532(_update_clip_properties)
       15    0.000    0.000    0.000    0.000 text.py:539(set_clip_box)
       96    0.000    0.000    0.000    0.000 text.py:591(set_wrap)
       96    0.000    0.000    0.000    0.000 text.py:958(set_color)
       97    0.000    0.000    0.000    0.000 text.py:974(set_horizontalalignment)
        1    0.000    0.000    0.026    0.026 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:24(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:32(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      739    0.008    0.000    0.070    0.000 textwrap.py:414(dedent)
        6    0.000    0.000    0.000    0.000 textwrap.py:467(indent)
       86    0.000    0.000    0.000    0.000 textwrap.py:476(predicate)
       92    0.000    0.000    0.000    0.000 textwrap.py:479(prefixed_lines)
        1    0.000    0.000    0.007    0.007 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        4    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1043(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1059(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1144(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1169(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1399(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1498(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1527(FixedLocator)
        5    0.000    0.000    0.000    0.000 ticker.py:1538(__init__)
        5    0.000    0.000    0.000    0.000 ticker.py:1547(__call__)
        5    0.000    0.000    0.000    0.000 ticker.py:1550(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1571(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1591(LinearLocator)
        1    0.000    0.000    0.005    0.005 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1669(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1711(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1810(MaxNLocator)
       80    0.000    0.000    0.014    0.000 ticker.py:1821(__init__)
       80    0.001    0.000    0.005    0.000 ticker.py:1870(_validate_steps)
      160    0.002    0.000    0.007    0.000 ticker.py:1889(_staircase)
      160    0.001    0.000    0.013    0.000 ticker.py:1897(set_params)
       70    0.000    0.000    0.002    0.000 ticker.py:2004(view_limits)
        1    0.000    0.000    0.000    0.000 ticker.py:205(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2057(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:231(TickHelper)
      330    0.000    0.000    0.000    0.000 ticker.py:234(set_axis)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:252(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2521(AutoLocator)
       80    0.000    0.000    0.014    0.000 ticker.py:2527(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2541(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:305(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:327(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(FixedFormatter)
        5    0.000    0.000    0.000    0.000 ticker.py:343(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:371(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:391(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:410(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:431(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:481(ScalarFormatter)
       80    0.001    0.000    0.001    0.000 ticker.py:493(__init__)
       80    0.000    0.000    0.000    0.000 ticker.py:517(set_useOffset)
       80    0.000    0.000    0.000    0.000 ticker.py:541(set_useMathText)
        1    0.000    0.000    0.000    0.000 ticker.py:808(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.001    0.001 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:109(TimedeltaArray)
        4    0.000    0.000    0.000    0.000 timedeltas.py:154(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 timedeltas.py:2(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
       10    0.000    0.000    0.000    0.000 timedeltas.py:33(_make_wrapped_arith_op)
        1    0.000    0.000    0.000    0.000 timedeltas.py:45(TimedeltaDelegateMixin)
        4    0.000    0.000    0.000    0.000 timedeltas.py:45(_field_accessor)
        6    0.000    0.000    0.000    0.000 timedeltas.py:60(_td_array_cmp)
        1    0.000    0.000    0.000    0.000 timedeltas.py:65(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.004    0.004 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:344(_get_normal_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
       23    0.000    0.000    0.004    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       69    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       23    0.000    0.000    0.000    0.000 traceback.py:273(__getitem__)
       92    0.000    0.000    0.002    0.000 traceback.py:283(line)
       92    0.000    0.000    0.000    0.000 traceback.py:290(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
       23    0.000    0.000    0.004    0.000 traceback.py:319(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:438(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1019(TransformedBbox)
      116    0.000    0.000    0.001    0.000 transforms.py:1025(__init__)
    23/22    0.000    0.000    0.001    0.000 transforms.py:1056(get_points)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(Transform)
      501    0.001    0.000    0.003    0.000 transforms.py:123(invalidate)
      330    0.000    0.000    0.005    0.000 transforms.py:1267(__add__)
       70    0.000    0.000    0.000    0.000 transforms.py:1291(_iter_break_from_left_to_right)
      210    0.000    0.000    0.000    0.000 transforms.py:1304(depth)
       35    0.000    0.000    0.004    0.000 transforms.py:1318(contains_branch)
       35    0.000    0.000    0.004    0.000 transforms.py:1338(contains_branch_seperately)
  656/501    0.002    0.000    0.002    0.000 transforms.py:134(_invalidate_internal)
      687    0.002    0.000    0.002    0.000 transforms.py:161(set_children)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
       10    0.000    0.000    0.000    0.000 transforms.py:1637(__init__)
       10    0.000    0.000    0.000    0.000 transforms.py:1648(_init)
       35    0.000    0.000    0.002    0.000 transforms.py:1655(__eq__)
       20    0.000    0.000    0.000    0.000 transforms.py:1668(_set)
       10    0.000    0.000    0.001    0.000 transforms.py:1685(set)
       45    0.000    0.000    0.000    0.000 transforms.py:1705(_get_is_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1718(AffineBase)
      735    0.001    0.000    0.003    0.000 transforms.py:1725(__init__)
    75/70    0.001    0.000    0.002    0.000 transforms.py:1741(__eq__)
        6    0.000    0.000    0.000    0.000 transforms.py:1746(transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1777(Affine2DBase)
       40    0.000    0.000    0.000    0.000 transforms.py:1802(_get_is_separable)
        6    0.000    0.000    0.000    0.000 transforms.py:1826(transform_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:1865(Affine2D)
      171    0.001    0.000    0.002    0.000 transforms.py:1870(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1908(get_matrix)
      105    0.002    0.000    0.004    0.000 transforms.py:1965(rotate)
      105    0.001    0.000    0.005    0.000 transforms.py:1981(rotate_deg)
      105    0.001    0.000    0.010    0.000 transforms.py:2001(rotate_deg_around)
      210    0.001    0.000    0.005    0.000 transforms.py:2013(translate)
       66    0.000    0.000    0.002    0.000 transforms.py:2027(scale)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
      160    0.000    0.000    0.000    0.000 transforms.py:2099(get_matrix)
      140    0.000    0.000    0.001    0.000 transforms.py:2103(transform)
       70    0.000    0.000    0.000    0.000 transforms.py:2123(get_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
       10    0.000    0.000    0.000    0.000 transforms.py:2144(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2253(BlendedAffine2D)
       30    0.000    0.000    0.001    0.000 transforms.py:2263(__init__)
       35    0.000    0.000    0.002    0.000 transforms.py:2292(__eq__)
       35    0.000    0.000    0.000    0.000 transforms.py:2313(get_matrix)
       40    0.000    0.000    0.001    0.000 transforms.py:2330(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2344(CompositeGenericTransform)
      330    0.001    0.000    0.003    0.000 transforms.py:2354(__init__)
    20/15    0.000    0.000    0.000    0.000 transforms.py:2385(_invalidate_internal)
   105/70    0.000    0.000    0.003    0.000 transforms.py:2400(__eq__)
       70    0.000    0.000    0.001    0.000 transforms.py:2407(_iter_break_from_left_to_right)
   140/70    0.000    0.000    0.000    0.000 transforms.py:2413(depth)
       15    0.000    0.000    0.000    0.000 transforms.py:2417(_get_is_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2474(CompositeAffine2D)
      330    0.001    0.000    0.004    0.000 transforms.py:2536(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2611(BboxTransformTo)
      111    0.000    0.000    0.001    0.000 transforms.py:2619(__init__)
        5    0.000    0.000    0.000    0.000 transforms.py:2639(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2654(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2675(BboxTransformFrom)
        5    0.000    0.000    0.000    0.000 transforms.py:268(frozen)
        5    0.000    0.000    0.000    0.000 transforms.py:2682(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2715(ScaledTranslation)
       70    0.000    0.000    0.000    0.000 transforms.py:272(__array__)
       65    0.000    0.000    0.001    0.000 transforms.py:2720(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2747(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2821(TransformedPatchPath)
      230    0.004    0.000    0.005    0.000 transforms.py:2861(nonsingular)
        1    0.000    0.000    0.003    0.003 transforms.py:30(<module>)
       70    0.000    0.000    0.002    0.000 transforms.py:336(xmin)
       70    0.000    0.000    0.001    0.000 transforms.py:343(ymin)
       70    0.000    0.000    0.001    0.000 transforms.py:350(xmax)
       70    0.000    0.000    0.001    0.000 transforms.py:357(ymax)
      221    0.001    0.000    0.001    0.000 transforms.py:378(intervalx)
      220    0.000    0.000    0.001    0.000 transforms.py:386(intervaly)
        5    0.000    0.000    0.000    0.000 transforms.py:395(width)
        5    0.000    0.000    0.000    0.000 transforms.py:404(height)
        2    0.000    0.000    0.000    0.000 transforms.py:422(bounds)
       20    0.000    0.000    0.001    0.000 transforms.py:431(extents)
       10    0.000    0.000    0.001    0.000 transforms.py:502(fully_overlaps)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
       70    0.001    0.000    0.013    0.000 transforms.py:726(union)
       70    0.000    0.000    0.002    0.000 transforms.py:733(<listcomp>)
       70    0.000    0.000    0.001    0.000 transforms.py:734(<listcomp>)
       70    0.000    0.000    0.001    0.000 transforms.py:735(<listcomp>)
       70    0.000    0.000    0.001    0.000 transforms.py:736(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:752(Bbox)
      301    0.002    0.000    0.006    0.000 transforms.py:757(__init__)
      110    0.000    0.000    0.004    0.000 transforms.py:793(unit)
        5    0.000    0.000    0.000    0.000 transforms.py:801(null)
        1    0.000    0.000    0.000    0.000 transforms.py:809(from_bounds)
      111    0.000    0.000    0.003    0.000 transforms.py:819(from_extents)
     1532    0.002    0.000    0.002    0.000 transforms.py:83(__init__)
       35    0.000    0.000    0.001    0.000 transforms.py:855(update_from_path)
       45    0.000    0.000    0.001    0.000 transforms.py:947(intervalx)
       45    0.000    0.000    0.001    0.000 transforms.py:952(intervaly)
       80    0.000    0.000    0.000    0.000 transforms.py:969(minposx)
       80    0.000    0.000    0.000    0.000 transforms.py:973(minposy)
      811    0.000    0.000    0.000    0.000 transforms.py:977(get_points)
        1    0.000    0.000    0.000    0.000 travel_times.py:20(<module>)
     7554    0.395    0.000    8.763    0.001 travel_times.py:26(travel_times)
     7621    0.031    0.000    0.165    0.000 travel_times.py:47(getTime)
        1    0.000    0.000    0.003    0.003 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:7(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:25(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1012(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1080(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1173(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1231(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:16(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:237(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:293(CubicTriInterpolator)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:594(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        5    0.000    0.000    0.000    0.000 type_check.py:170(imag)
        5    0.000    0.000    0.000    0.000 type_check.py:250(isreal)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
      242    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.016    0.016 typing.py:1(<module>)
      273    0.000    0.000    0.000    0.000 typing.py:1019(_abc_negative_cache)
       88    0.000    0.000    0.000    0.000 typing.py:1025(_abc_negative_cache)
      176    0.000    0.000    0.000    0.000 typing.py:1033(_abc_negative_cache_version)
       88    0.000    0.000    0.000    0.000 typing.py:1039(_abc_negative_cache_version)
       53    0.000    0.000    0.000    0.000 typing.py:1047(_get_type_vars)
    36/34    0.000    0.000    0.000    0.000 typing.py:1083(_subs_tree)
      512    0.000    0.000    0.000    0.000 typing.py:1089(__eq__)
       90    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
       34    0.000    0.000    0.007    0.000 typing.py:1099(__getitem__)
       76    0.000    0.000    0.000    0.000 typing.py:1107(<genexpr>)
       16    0.000    0.000    0.000    0.000 typing.py:1110(<genexpr>)
  387/136    0.001    0.000    0.007    0.000 typing.py:1145(__subclasscheck__)
 1049/993    0.002    0.000    0.003    0.000 typing.py:1164(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:118(TypingMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1204(Generic)
        1    0.000    0.000    0.000    0.000 typing.py:1234(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:1241(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 typing.py:1245(TupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1248(__getitem__)
        3    0.000    0.000    0.000    0.000 typing.py:1263(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1279(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:1298(CallableMeta)
       90    0.000    0.000    0.008    0.000 typing.py:133(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1355(Callable)
        1    0.000    0.000    0.000    0.000 typing.py:1375(_ClassVar)
       90    0.000    0.000    0.000    0.000 typing.py:139(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1394(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:160(_TypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:1630(_ProtocolMeta)
       15    0.000    0.000    0.000    0.000 typing.py:165(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:168(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1698(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1718(Awaitable)
        1    0.000    0.000    0.000    0.000 typing.py:1725(Coroutine)
        1    0.000    0.000    0.000    0.000 typing.py:1734(AsyncIterable)
        1    0.000    0.000    0.000    0.000 typing.py:1737(AsyncIterator)
        1    0.000    0.000    0.000    0.000 typing.py:1745(Iterable)
        1    0.000    0.000    0.000    0.000 typing.py:1749(Iterator)
        1    0.000    0.000    0.000    0.000 typing.py:1753(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1761(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1769(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1777(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1785(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1793(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1802(Reversible)
        1    0.000    0.000    0.000    0.000 typing.py:1816(Container)
        1    0.000    0.000    0.000    0.000 typing.py:1821(Collection)
        1    0.000    0.000    0.000    0.000 typing.py:1831(AbstractSet)
        1    0.000    0.000    0.000    0.000 typing.py:1840(MutableSet)
        1    0.000    0.000    0.000    0.000 typing.py:1846(Mapping)
        1    0.000    0.000    0.000    0.000 typing.py:1855(MutableMapping)
        1    0.000    0.000    0.000    0.000 typing.py:1861(Sequence)
        1    0.000    0.000    0.000    0.000 typing.py:1874(MutableSequence)
        1    0.000    0.000    0.000    0.000 typing.py:1878(ByteString)
        1    0.000    0.000    0.000    0.000 typing.py:1882(List)
        1    0.000    0.000    0.000    0.000 typing.py:1893(Deque)
        1    0.000    0.000    0.000    0.000 typing.py:1903(Set)
        1    0.000    0.000    0.000    0.000 typing.py:1914(FrozenSet)
        1    0.000    0.000    0.000    0.000 typing.py:1924(MappingView)
        1    0.000    0.000    0.000    0.000 typing.py:1928(KeysView)
        1    0.000    0.000    0.000    0.000 typing.py:1933(ItemsView)
        1    0.000    0.000    0.000    0.000 typing.py:1940(ValuesView)
        1    0.000    0.000    0.000    0.000 typing.py:1945(ContextManager)
        1    0.000    0.000    0.000    0.000 typing.py:197(_FinalTypingBase)
        1    0.000    0.000    0.000    0.000 typing.py:2004(Dict)
        1    0.000    0.000    0.000    0.000 typing.py:2015(DefaultDict)
        1    0.000    0.000    0.000    0.000 typing.py:2026(Counter)
        1    0.000    0.000    0.000    0.000 typing.py:2040(ChainMap)
        7    0.000    0.000    0.000    0.000 typing.py:206(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:2060(Generator)
        1    0.000    0.000    0.000    0.000 typing.py:2072(AsyncGenerator)
        1    0.000    0.000    0.000    0.000 typing.py:2084(Type)
        1    0.000    0.000    0.000    0.000 typing.py:2135(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2137(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:216(_ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:2169(NamedTuple)
        1    0.000    0.000    0.000    0.000 typing.py:2244(IO)
        1    0.000    0.000    0.000    0.000 typing.py:2340(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:2354(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:2384(io)
        1    0.000    0.000    0.000    0.000 typing.py:2403(re)
        1    0.000    0.000    0.000    0.000 typing.py:269(_TypeAlias)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
   121/75    0.000    0.000    0.000    0.000 typing.py:336(_get_type_vars)
       75    0.000    0.000    0.001    0.000 typing.py:342(_type_vars)
       52    0.000    0.000    0.000    0.000 typing.py:354(_type_check)
        1    0.000    0.000    0.000    0.000 typing.py:404(_Any)
        1    0.000    0.000    0.000    0.000 typing.py:428(_NoReturn)
        1    0.000    0.000    0.000    0.000 typing.py:453(TypeVar)
        9    0.000    0.000    0.000    0.000 typing.py:498(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
       86    0.000    0.000    0.000    0.000 typing.py:518(_get_type_vars)
    50/46    0.000    0.000    0.000    0.000 typing.py:553(_replace_arg)
    38/36    0.000    0.000    0.000    0.000 typing.py:580(_subs_tree)
        4    0.000    0.000    0.000    0.000 typing.py:613(_remove_dups_flatten)
       16    0.000    0.000    0.000    0.000 typing.py:646(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:651(<genexpr>)
       26    0.000    0.000    0.000    0.000 typing.py:654(_check_generic)
        5    0.000    0.000    0.000    0.000 typing.py:668(_tp_cache)
    55/53    0.000    0.000    0.007    0.000 typing.py:676(inner)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
        3    0.000    0.000    0.000    0.000 typing.py:732(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:790(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:800(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:805(_subs_tree)
        4    0.000    0.000    0.000    0.000 typing.py:822(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:835(_Optional)
        1    0.000    0.000    0.000    0.000 typing.py:843(__getitem__)
       80    0.000    0.000    0.001    0.000 typing.py:852(_next_in_mro)
       59    0.000    0.000    0.000    0.000 typing.py:866(_make_subclasshook)
    75/72    0.000    0.000    0.002    0.000 typing.py:875(__extrahook__)
       30    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
       34    0.000    0.000    0.000    0.000 typing.py:896(_no_slots_copy)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
       80    0.002    0.000    0.013    0.000 typing.py:922(__new__)
       74    0.000    0.000    0.000    0.000 typing.py:931(<genexpr>)
      267    0.000    0.000    0.000    0.000 typing.py:971(<genexpr>)
      197    0.000    0.000    0.000    0.000 typing.py:974(<genexpr>)
      211    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
       76    0.000    0.000    0.000    0.000 typing.py:984(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1030(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1150(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1161(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1247(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:126(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1464(__get_gettz)
