,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,6072.0,Austin Health,0
1,1,release,9058.60295086536,Austin Health,0
2,0,request,12371.0,Austin Health,0
3,1,request,14388.0,Austin Health,0
4,2,release,15044.239697263945,Austin Health,0
5,1,request,15167.0,Austin Health,0
6,2,request,15852.0,Austin Health,0
7,3,request,16467.0,Austin Health,0
8,4,release,17429.97919137227,Austin Health,0
9,3,release,17455.763820215354,Austin Health,0
10,2,release,18864.172186326545,Austin Health,0
11,1,release,19436.322402817797,Austin Health,0
12,0,request,26286.0,Austin Health,0
13,1,release,29246.09728174757,Austin Health,0
14,0,request,31850.0,Austin Health,0
15,1,request,33710.0,Austin Health,0
16,2,release,34718.99493389224,Austin Health,0
17,1,release,36267.14271226951,Austin Health,0
18,0,request,36763.0,Austin Health,0
19,1,request,38891.0,Austin Health,0
20,2,release,39941.174119655734,Austin Health,0
21,1,request,41279.0,Austin Health,0
22,2,release,41849.756682750514,Austin Health,0
23,1,request,42321.0,Austin Health,0
24,2,request,42425.0,Austin Health,0
25,3,release,43928.659139211275,Austin Health,0
26,2,release,45290.01800161372,Austin Health,0
27,1,release,45372.73759659085,Austin Health,0
28,0,request,49691.0,Austin Health,0
29,1,request,51049.0,Austin Health,0
30,2,release,52977.59116981612,Austin Health,0
31,1,request,53099.0,Austin Health,0
32,2,release,53856.66374304971,Austin Health,0
33,1,request,53861.0,Austin Health,0
34,2,release,56049.32922433696,Austin Health,0
35,1,release,56550.79008366381,Austin Health,0
36,0,request,63733.0,Austin Health,0
37,1,request,64161.0,Austin Health,0
38,2,release,66472.08934067139,Austin Health,0
39,1,release,67635.21210972314,Austin Health,0
40,0,request,76502.0,Austin Health,0
41,1,release,79549.94814217983,Austin Health,0
42,0,request,82817.0,Austin Health,0
43,1,release,85258.59506057898,Austin Health,0
44,0,request,86391.0,Austin Health,0
45,1,request,88193.0,Austin Health,0
46,2,request,89754.0,Austin Health,0
47,3,release,89763.59164348974,Austin Health,0
48,2,release,91102.7019531315,Austin Health,0
49,1,release,92622.82009903116,Austin Health,0
50,0,request,93870.0,Austin Health,0
51,1,release,97538.62195886036,Austin Health,0
52,0,request,102040.0,Austin Health,0
53,1,request,103488.0,Austin Health,0
54,2,release,104929.3530003608,Austin Health,0
55,1,release,106151.04149811584,Austin Health,0
56,0,request,107002.0,Austin Health,0
57,1,release,110371.896703196,Austin Health,0
