,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,20850.0,The Alfred,0
1,1,release,24027.653476058043,The Alfred,0
2,0,request,31147.0,The Alfred,0
3,1,release,33547.823129027536,The Alfred,0
4,0,request,36965.0,The Alfred,0
5,1,release,40736.13545672437,The Alfred,0
6,0,request,52851.0,The Alfred,0
7,1,release,55805.26134059567,The Alfred,0
8,0,request,154856.0,The Alfred,0
9,1,release,157858.84535204247,The Alfred,0
10,0,request,163646.0,The Alfred,0
11,1,release,166189.76530089215,The Alfred,0
12,0,request,202348.0,The Alfred,0
13,1,release,204864.6997668084,The Alfred,0
14,0,request,225706.0,The Alfred,0
15,1,release,228315.1739590964,The Alfred,0
16,0,request,304908.0,The Alfred,0
17,1,release,308066.3558719367,The Alfred,0
18,0,request,391197.0,The Alfred,0
19,1,release,394181.0209670172,The Alfred,0
20,0,request,408390.0,The Alfred,0
21,1,release,411374.3376262102,The Alfred,0
22,0,request,425524.0,The Alfred,0
23,1,release,428011.62005535193,The Alfred,0
24,0,request,435432.0,The Alfred,0
25,1,release,438061.1349852381,The Alfred,0
26,0,request,449905.0,The Alfred,0
27,1,release,452730.2325155196,The Alfred,0
28,0,request,454255.0,The Alfred,0
29,1,release,457018.30601572094,The Alfred,0
30,0,request,547978.0,The Alfred,0
31,1,release,551216.6629257156,The Alfred,0
32,0,request,579959.0,The Alfred,0
33,1,release,583010.4197642289,The Alfred,0
34,0,request,591072.0,The Alfred,0
35,1,request,592407.0,The Alfred,0
36,2,release,593722.0496621177,The Alfred,0
37,1,release,595663.4839067151,The Alfred,0
38,0,request,596864.0,The Alfred,0
39,1,release,600661.3715425429,The Alfred,0
40,0,request,612569.0,The Alfred,0
41,1,request,613013.0,The Alfred,0
42,2,release,615460.3760045491,The Alfred,0
43,1,release,615827.2388704699,The Alfred,0
44,0,request,661773.0,The Alfred,0
45,1,release,664792.8569361272,The Alfred,0
46,0,request,686202.0,The Alfred,0
47,1,release,689335.5726773436,The Alfred,0
48,0,request,728090.0,The Alfred,0
49,1,release,731457.6070210013,The Alfred,0
50,0,request,738425.0,The Alfred,0
51,1,release,741064.4930447483,The Alfred,0
52,0,request,766721.0,The Alfred,0
53,1,request,768366.0,The Alfred,0
54,2,release,769484.7366974921,The Alfred,0
55,1,release,771529.8807588255,The Alfred,0
56,0,request,806077.0,The Alfred,0
57,1,release,809269.8041028503,The Alfred,0
58,0,request,823072.0,The Alfred,0
59,1,release,825654.3357870079,The Alfred,0
60,0,request,868986.0,The Alfred,0
61,1,release,871819.7436793877,The Alfred,0
62,0,request,971516.0,The Alfred,0
63,1,release,973877.223584815,The Alfred,0
64,0,request,1067845.0,The Alfred,0
65,1,release,1070482.0173544947,The Alfred,0
66,0,request,1122384.0,The Alfred,0
67,1,release,1124694.5802431384,The Alfred,0
68,0,request,1156995.0,The Alfred,0
69,1,release,1160494.1288310625,The Alfred,0
70,0,request,1169840.0,The Alfred,0
71,1,release,1172629.3913372431,The Alfred,0
72,0,request,1199095.0,The Alfred,0
73,1,release,1201860.9054701135,The Alfred,0
74,0,request,1311248.0,The Alfred,0
75,1,release,1313745.268287001,The Alfred,0
76,0,request,1331417.0,The Alfred,0
77,1,release,1335078.66060559,The Alfred,0
78,0,request,1374543.0,The Alfred,0
79,1,release,1377476.3330554524,The Alfred,0
80,0,request,1396332.0,The Alfred,0
81,1,release,1399300.9188482503,The Alfred,0
82,0,request,1425066.0,The Alfred,0
83,1,release,1427991.9688808993,The Alfred,0
84,0,request,1430875.0,The Alfred,0
85,1,release,1433963.0531685837,The Alfred,0
86,0,request,1452452.0,The Alfred,0
87,1,release,1455358.3339448557,The Alfred,0
88,0,request,1459520.0,The Alfred,0
89,1,release,1462375.4272505315,The Alfred,0
90,0,request,1534493.0,The Alfred,0
91,1,release,1537092.1192424407,The Alfred,0
92,0,request,1672449.0,The Alfred,0
93,1,release,1675035.241422212,The Alfred,0
94,0,request,1695598.0,The Alfred,0
95,1,request,1697034.0,The Alfred,0
96,2,release,1698866.3848637405,The Alfred,0
97,1,release,1700396.1479083612,The Alfred,0
98,0,request,1701708.0,The Alfred,0
99,1,release,1705069.788492054,The Alfred,0
100,0,request,1717305.0,The Alfred,0
101,1,request,1718519.0,The Alfred,0
102,2,release,1720344.981052037,The Alfred,0
103,1,release,1721364.0368609906,The Alfred,0
104,0,request,1738691.0,The Alfred,0
105,1,release,1741919.7979302513,The Alfred,0
106,0,request,1759343.0,The Alfred,0
107,1,release,1762939.367371192,The Alfred,0
108,0,request,1800922.0,The Alfred,0
109,1,request,1802524.0,The Alfred,0
110,2,release,1804143.8941059262,The Alfred,0
111,1,release,1805531.5441973838,The Alfred,0
112,0,request,1863932.0,The Alfred,0
113,1,release,1867121.9412090702,The Alfred,0
114,0,request,1869840.0,The Alfred,0
115,1,release,1872729.9410833092,The Alfred,0
116,0,request,1899026.0,The Alfred,0
117,1,release,1901487.368569922,The Alfred,0
118,0,request,1906171.0,The Alfred,0
119,1,request,1908576.0,The Alfred,0
120,2,release,1909012.954286492,The Alfred,0
121,1,release,1911614.6614007966,The Alfred,0
122,0,request,1915960.0,The Alfred,0
123,1,release,1918412.3599964017,The Alfred,0
124,0,request,2002276.0,The Alfred,0
125,1,release,2005170.8089547416,The Alfred,0
126,0,request,2029646.0,The Alfred,0
127,1,release,2033350.157454433,The Alfred,0
128,0,request,2098714.0,The Alfred,0
129,1,release,2102751.9931817628,The Alfred,0
130,0,request,2116241.0,The Alfred,0
131,1,release,2119213.997947302,The Alfred,0
132,0,request,2192316.0,The Alfred,0
133,1,release,2195187.276340102,The Alfred,0
134,0,request,2201079.0,The Alfred,0
135,1,release,2204004.7943740548,The Alfred,0
136,0,request,2205282.0,The Alfred,0
137,1,release,2208451.5769501943,The Alfred,0
138,0,request,2289150.0,The Alfred,0
139,1,release,2292519.295755244,The Alfred,0
140,0,request,2356438.0,The Alfred,0
141,1,release,2359235.228155806,The Alfred,0
142,0,request,2361252.0,The Alfred,0
143,1,release,2363466.9238202614,The Alfred,0
144,0,request,2392885.0,The Alfred,0
145,1,release,2396444.214159314,The Alfred,0
146,0,request,2407033.0,The Alfred,0
147,1,release,2410352.256734799,The Alfred,0
148,0,request,2534052.0,The Alfred,0
149,1,release,2536563.489196994,The Alfred,0
150,0,request,2549325.0,The Alfred,0
151,1,release,2552767.670086801,The Alfred,0
152,0,request,2588266.0,The Alfred,0
153,1,release,2591900.5729360566,The Alfred,0
154,0,request,2602615.0,The Alfred,0
