,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,546.0,The Alfred,0
1,1,request,910.0,The Alfred,0
2,2,request,1079.0,The Alfred,0
3,3,request,2253.0,The Alfred,0
4,4,request,3260.0,The Alfred,0
5,5,request,3353.0,The Alfred,0
6,5,release,3498.317151416305,The Alfred,1
7,5,release,3813.0591639977747,The Alfred,0
8,4,release,3849.7344396437034,The Alfred,0
9,3,release,5309.577726269109,The Alfred,0
10,2,request,5704.0,The Alfred,0
11,3,release,6048.942468902257,The Alfred,0
12,2,request,6089.0,The Alfred,0
13,3,release,6144.7285152932145,The Alfred,0
14,2,request,7124.0,The Alfred,0
15,3,request,7707.0,The Alfred,0
16,4,release,8146.904654536898,The Alfred,0
17,3,request,8157.0,The Alfred,0
18,4,request,9396.0,The Alfred,0
19,5,release,9505.937769876155,The Alfred,0
20,4,release,9568.867782738342,The Alfred,0
21,3,release,9869.744556696323,The Alfred,0
22,2,request,9981.0,The Alfred,0
23,3,request,10056.0,The Alfred,0
24,4,request,10081.0,The Alfred,0
25,5,release,10970.440944665632,The Alfred,0
26,4,request,11595.0,The Alfred,0
27,5,request,11626.0,The Alfred,0
28,5,request,11711.0,The Alfred,1
29,5,release,12118.875121890842,The Alfred,2
30,5,release,12118.875121890842,The Alfred,1
31,5,release,12118.875121890842,The Alfred,0
32,4,release,12607.04315417386,The Alfred,0
33,3,release,12711.166287435703,The Alfred,0
34,2,request,12816.0,The Alfred,0
35,3,request,12899.0,The Alfred,0
36,4,release,13058.888411173748,The Alfred,0
37,3,request,13768.0,The Alfred,0
38,4,request,14381.0,The Alfred,0
39,5,release,14860.112236655948,The Alfred,0
40,4,request,14981.0,The Alfred,0
41,5,release,15415.40918785141,The Alfred,0
42,4,request,15641.0,The Alfred,0
43,5,request,15919.0,The Alfred,0
44,5,request,16283.0,The Alfred,1
45,5,release,16289.671688152177,The Alfred,2
46,5,release,16289.671688152177,The Alfred,1
47,5,request,16331.0,The Alfred,0
48,5,request,16659.0,The Alfred,1
49,5,release,16860.941927485008,The Alfred,2
50,5,release,16860.941927485008,The Alfred,1
51,5,release,17277.583676950057,The Alfred,0
52,4,release,17487.219243621228,The Alfred,0
53,3,request,18164.0,The Alfred,0
54,4,request,18488.0,The Alfred,0
55,5,release,18541.211269048552,The Alfred,0
56,4,release,19067.197786250483,The Alfred,0
57,3,request,19372.0,The Alfred,0
58,4,request,19402.0,The Alfred,0
59,5,release,20042.88162225157,The Alfred,0
60,4,request,20118.0,The Alfred,0
61,5,release,21207.048617075838,The Alfred,0
62,4,request,21257.0,The Alfred,0
63,5,release,21554.021415941024,The Alfred,0
64,4,request,22057.0,The Alfred,0
65,5,release,22438.87801733618,The Alfred,0
66,4,release,22911.105514024006,The Alfred,0
67,3,release,23085.59041847046,The Alfred,0
68,2,request,23486.0,The Alfred,0
69,3,release,24060.644791702514,The Alfred,0
70,2,request,24946.0,The Alfred,0
71,3,release,25016.770195357232,The Alfred,0
72,2,request,25249.0,The Alfred,0
73,3,request,25504.0,The Alfred,0
74,4,release,27139.670954287023,The Alfred,0
75,3,release,27524.659444927325,The Alfred,0
76,2,request,27712.0,The Alfred,0
77,3,release,27932.660362216433,The Alfred,0
78,2,release,28029.973643025536,The Alfred,0
79,1,request,28233.0,The Alfred,0
80,2,request,28919.0,The Alfred,0
81,3,request,29590.0,The Alfred,0
82,4,request,30067.0,The Alfred,0
83,5,release,30722.344784185196,The Alfred,0
84,4,release,31014.884046942556,The Alfred,0
85,3,request,31174.0,The Alfred,0
86,4,request,31297.0,The Alfred,0
87,5,request,31763.0,The Alfred,0
88,5,request,32288.0,The Alfred,1
89,5,request,32395.0,The Alfred,2
90,5,release,32639.199233798034,The Alfred,3
91,5,release,32639.199233798034,The Alfred,2
92,5,release,32639.199233798034,The Alfred,1
93,5,release,32756.314126628702,The Alfred,0
94,4,request,32841.0,The Alfred,0
95,5,release,32892.52930469041,The Alfred,0
96,4,request,33354.0,The Alfred,0
97,5,request,33464.0,The Alfred,0
98,5,request,33624.0,The Alfred,1
99,5,release,33710.902949074276,The Alfred,2
100,5,release,33742.37623040057,The Alfred,1
101,5,request,34028.0,The Alfred,0
102,5,request,34404.0,The Alfred,1
103,5,request,34426.0,The Alfred,2
104,5,request,34639.0,The Alfred,3
105,5,request,35372.0,The Alfred,4
106,5,request,35833.0,The Alfred,5
107,5,request,35835.0,The Alfred,6
108,5,release,35936.67043616417,The Alfred,7
109,5,release,35936.67043616417,The Alfred,6
110,5,release,35936.67043616417,The Alfred,5
111,5,release,35936.67043616417,The Alfred,4
112,5,release,35936.67043616417,The Alfred,3
113,5,release,35936.67043616417,The Alfred,2
114,5,release,36211.75800967518,The Alfred,1
