,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,3545.0,The Alfred,0
1,1,release,6323.722311638321,The Alfred,0
2,0,request,100010.0,The Alfred,0
3,1,release,103122.60620708096,The Alfred,0
4,0,request,121968.0,The Alfred,0
5,1,release,124853.53468527448,The Alfred,0
6,0,request,136151.0,The Alfred,0
7,1,release,138530.19245331993,The Alfred,0
8,0,request,155102.0,The Alfred,0
9,1,release,158124.4120362045,The Alfred,0
10,0,request,252654.0,The Alfred,0
11,1,release,255274.7058863596,The Alfred,0
12,0,request,340555.0,The Alfred,0
13,1,release,343038.5890315391,The Alfred,0
14,0,request,347671.0,The Alfred,0
15,1,release,349831.2129181772,The Alfred,0
16,0,request,390851.0,The Alfred,0
17,1,release,393739.39479519083,The Alfred,0
18,0,request,510775.0,The Alfred,0
19,1,release,513711.9223121552,The Alfred,0
20,0,request,516269.0,The Alfred,0
21,1,release,519969.46318372263,The Alfred,0
22,0,request,572322.0,The Alfred,0
23,1,release,575511.32084657,The Alfred,0
24,0,request,605777.0,The Alfred,0
25,1,release,609069.6894186321,The Alfred,0
26,0,request,627391.0,The Alfred,0
27,1,release,630797.7754115915,The Alfred,0
28,0,request,645813.0,The Alfred,0
29,1,release,649288.2579199215,The Alfred,0
30,0,request,666400.0,The Alfred,0
31,1,release,669259.6940394187,The Alfred,0
32,0,request,725054.0,The Alfred,0
33,1,release,727984.3501212281,The Alfred,0
34,0,request,734089.0,The Alfred,0
35,1,release,736799.3798086464,The Alfred,0
36,0,request,741092.0,The Alfred,0
37,1,release,744408.1785358486,The Alfred,0
38,0,request,762662.0,The Alfred,0
39,1,release,765737.4708852844,The Alfred,0
40,0,request,771033.0,The Alfred,0
41,1,release,774232.9801925502,The Alfred,0
42,0,request,860292.0,The Alfred,0
43,1,release,863039.6666898264,The Alfred,0
44,0,request,877969.0,The Alfred,0
45,1,release,881580.1377036391,The Alfred,0
46,0,request,926868.0,The Alfred,0
47,1,release,929285.4261700531,The Alfred,0
48,0,request,969760.0,The Alfred,0
49,1,release,972705.9556319785,The Alfred,0
50,0,request,981709.0,The Alfred,0
51,1,release,984909.1181902359,The Alfred,0
52,0,request,1003108.0,The Alfred,0
53,1,release,1006562.4280752498,The Alfred,0
54,0,request,1025993.0,The Alfred,0
55,1,release,1028732.7964689701,The Alfred,0
56,0,request,1090974.0,The Alfred,0
57,1,release,1093950.9812048024,The Alfred,0
58,0,request,1170339.0,The Alfred,0
59,1,release,1172739.8097805113,The Alfred,0
60,0,request,1200246.0,The Alfred,0
