,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,1174.0,The Alfred,0
1,1,release,4000.877565593859,The Alfred,0
2,0,request,10563.0,The Alfred,0
3,1,request,10929.0,The Alfred,0
4,2,release,13492.932770644871,The Alfred,0
5,1,release,13861.07234818624,The Alfred,0
6,0,request,14963.0,The Alfred,0
7,1,release,18138.165937588357,The Alfred,0
8,0,request,21365.0,The Alfred,0
9,1,request,22429.0,The Alfred,0
10,2,request,23781.0,The Alfred,0
11,3,release,24518.79166788851,The Alfred,0
12,2,release,25062.089889678955,The Alfred,0
13,1,release,26160.078357252918,The Alfred,0
14,0,request,32445.0,The Alfred,0
15,1,request,34038.0,The Alfred,0
16,2,release,34994.448613496934,The Alfred,0
17,1,request,35425.0,The Alfred,0
18,2,release,37012.67428183705,The Alfred,0
19,1,request,37527.0,The Alfred,0
20,2,release,37789.392397755335,The Alfred,0
21,1,request,38498.0,The Alfred,0
22,2,release,39990.529010887534,The Alfred,0
23,1,release,41795.45138373979,The Alfred,0
24,0,request,44668.0,The Alfred,0
25,1,request,45460.0,The Alfred,0
26,2,release,47466.07841055832,The Alfred,0
27,1,release,48748.09396649414,The Alfred,0
28,0,request,50100.0,The Alfred,0
29,1,release,52120.11827873882,The Alfred,0
30,0,request,58762.0,The Alfred,0
31,1,release,61517.648441939855,The Alfred,0
32,0,request,65332.0,The Alfred,0
33,1,request,65395.0,The Alfred,0
34,2,request,66152.0,The Alfred,0
35,3,request,67727.0,The Alfred,0
36,4,release,67823.99616677666,The Alfred,0
37,3,release,68028.02536913152,The Alfred,0
38,2,request,69094.0,The Alfred,0
39,3,release,70067.3889586537,The Alfred,0
40,2,release,70190.46763625601,The Alfred,0
41,1,release,71299.59832192326,The Alfred,0
42,0,request,71590.0,The Alfred,0
43,1,request,73562.0,The Alfred,0
44,2,release,74877.75407143153,The Alfred,0
45,1,request,75780.0,The Alfred,0
46,2,release,76083.35061854482,The Alfred,0
47,1,request,76362.0,The Alfred,0
48,2,request,79175.0,The Alfred,0
49,3,release,79269.40837546969,The Alfred,0
50,2,request,79296.0,The Alfred,0
51,3,release,79604.18790961099,The Alfred,0
52,2,request,80107.0,The Alfred,0
53,3,release,81823.93264219488,The Alfred,0
54,2,release,82630.72626429418,The Alfred,0
55,1,release,83345.35225859574,The Alfred,0
56,0,request,88458.0,The Alfred,0
57,1,release,91675.4765636064,The Alfred,0
58,0,request,93110.0,The Alfred,0
59,1,release,96017.14861858095,The Alfred,0
60,0,request,97080.0,The Alfred,0
61,1,request,97997.0,The Alfred,0
62,2,release,99595.27937913607,The Alfred,0
63,1,release,100569.62102296708,The Alfred,0
64,0,request,101850.0,The Alfred,0
65,1,release,105221.50951749264,The Alfred,0
66,0,request,105402.0,The Alfred,0
67,1,request,107599.0,The Alfred,0
68,2,release,107982.8219505155,The Alfred,0
69,1,release,110360.79237396584,The Alfred,0
70,0,request,110430.0,The Alfred,0
71,1,request,111974.0,The Alfred,0
72,2,request,112218.0,The Alfred,0
73,3,request,113131.0,The Alfred,0
74,4,release,113303.79195467592,The Alfred,0
75,3,release,114581.93493311362,The Alfred,0
76,2,release,114948.25089081605,The Alfred,0
77,1,request,115192.0,The Alfred,0
78,2,request,115482.0,The Alfred,0
79,3,release,116413.42545069549,The Alfred,0
80,2,request,117428.0,The Alfred,0
81,3,release,117615.90807774432,The Alfred,0
82,2,request,118096.0,The Alfred,0
83,3,release,118504.2113859974,The Alfred,0
84,2,request,118856.0,The Alfred,0
85,3,release,120578.29314166827,The Alfred,0
86,2,release,121424.99308081236,The Alfred,0
87,1,release,121653.62591861445,The Alfred,0
88,0,request,127458.0,The Alfred,0
89,1,request,128851.0,The Alfred,0
90,2,release,130631.0411840729,The Alfred,0
91,1,release,132416.04237052868,The Alfred,0
92,0,request,132684.0,The Alfred,0
93,1,request,133104.0,The Alfred,0
94,2,request,135000.0,The Alfred,0
95,3,release,135541.71778991446,The Alfred,0
96,2,request,135662.0,The Alfred,0
