,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,1728.0,Austin Health,0
1,1,request,4213.0,Austin Health,0
2,2,request,4591.0,Austin Health,0
3,3,release,4850.834721143603,Austin Health,0
4,2,request,7189.0,Austin Health,0
5,3,release,7286.4412036250205,Austin Health,0
6,2,release,7292.802099300328,Austin Health,0
7,1,request,9733.0,Austin Health,0
8,2,release,10264.642416448534,Austin Health,0
9,1,release,13323.117316845312,Austin Health,0
10,0,request,15606.0,Austin Health,0
11,1,request,16016.0,Austin Health,0
12,2,release,18562.482007362974,Austin Health,0
13,1,release,19031.782272598986,Austin Health,0
14,0,request,25867.0,Austin Health,0
15,1,release,29180.21294818583,Austin Health,0
16,0,request,36364.0,Austin Health,0
17,1,request,37959.0,Austin Health,0
18,2,release,39472.114726383574,Austin Health,0
19,1,release,41374.05688127659,Austin Health,0
20,0,request,48542.0,Austin Health,0
21,1,release,51118.692700789805,Austin Health,0
22,0,request,52967.0,Austin Health,0
23,1,release,56026.1290148112,Austin Health,0
24,0,request,61698.0,Austin Health,0
25,1,release,64671.635698931335,Austin Health,0
26,0,request,69229.0,Austin Health,0
27,1,request,70402.0,Austin Health,0
28,2,release,72379.7932687127,Austin Health,0
29,1,release,73331.99433419839,Austin Health,0
30,0,request,77924.0,Austin Health,0
31,1,request,80686.0,Austin Health,0
32,2,release,81080.14288024165,Austin Health,0
33,1,release,83644.64244692892,Austin Health,0
34,0,request,84127.0,Austin Health,0
35,1,request,85453.0,Austin Health,0
36,2,release,87533.31567249936,Austin Health,0
37,1,request,87812.0,Austin Health,0
38,2,release,88137.61038445121,Austin Health,0
39,1,release,91051.9707790457,Austin Health,0
40,0,request,115150.0,Austin Health,0
41,1,request,116029.0,Austin Health,0
42,2,release,117747.962214305,Austin Health,0
43,1,release,119211.03373796781,Austin Health,0
44,0,request,136924.0,Austin Health,0
45,1,request,138854.0,Austin Health,0
46,2,release,139952.91377596871,Austin Health,0
47,1,release,141655.58664562684,Austin Health,0
48,0,request,141752.0,Austin Health,0
49,1,release,144918.45719324867,Austin Health,0
50,0,request,147661.0,Austin Health,0
51,1,request,148457.0,Austin Health,0
52,2,release,151405.92453894287,Austin Health,0
53,1,release,151492.71383649085,Austin Health,0
54,0,request,167503.0,Austin Health,0
55,1,request,168215.0,Austin Health,0
56,2,request,169614.0,Austin Health,0
57,3,release,170898.53188325258,Austin Health,0
58,2,release,170920.16443539824,Austin Health,0
59,1,release,172970.96550700755,Austin Health,0
60,0,request,175693.0,Austin Health,0
61,1,release,178549.4417362009,Austin Health,0
62,0,request,181616.0,Austin Health,0
63,1,release,184302.224649056,Austin Health,0
64,0,request,187878.0,Austin Health,0
65,1,release,190726.25252016715,Austin Health,0
66,0,request,193049.0,Austin Health,0
67,1,release,195893.00530418492,Austin Health,0
68,0,request,199668.0,Austin Health,0
69,1,release,202311.43229058338,Austin Health,0
70,0,request,204566.0,Austin Health,0
71,1,request,206631.0,Austin Health,0
72,2,release,207808.41769820405,Austin Health,0
73,1,release,210093.14055140287,Austin Health,0
74,0,request,218292.0,Austin Health,0
75,1,release,221729.74298448375,Austin Health,0
76,0,request,224582.0,Austin Health,0
77,1,request,226586.0,Austin Health,0
78,2,release,227502.71327667957,Austin Health,0
79,1,request,227912.0,Austin Health,0
80,2,request,228261.0,Austin Health,0
81,3,release,229441.64450081447,Austin Health,0
82,2,release,230728.491811338,Austin Health,0
83,1,release,230813.5793522125,Austin Health,0
84,0,request,243234.0,Austin Health,0
85,1,release,245874.72990290614,Austin Health,0
86,0,request,248133.0,Austin Health,0
87,1,release,250760.45212104535,Austin Health,0
88,0,request,253508.0,Austin Health,0
89,1,release,256737.7553985556,Austin Health,0
90,0,request,272248.0,Austin Health,0
91,1,release,275045.21514644887,Austin Health,0
92,0,request,277861.0,Austin Health,0
