,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,3818.0,Austin Health,0
1,1,request,5810.0,Austin Health,0
2,2,request,6533.0,Austin Health,0
3,3,release,6678.440043180497,Austin Health,0
4,2,release,8944.04697869768,Austin Health,0
5,1,release,9150.973364918447,Austin Health,0
6,0,request,10521.0,Austin Health,0
7,1,request,12835.0,Austin Health,0
8,2,release,13309.854017744894,Austin Health,0
9,1,request,14398.0,Austin Health,0
10,2,release,15650.756991536313,Austin Health,0
11,1,release,16625.27290945917,Austin Health,0
12,0,request,21276.0,Austin Health,0
13,1,request,23502.0,Austin Health,0
14,2,request,23506.0,Austin Health,0
15,3,request,24524.0,Austin Health,0
16,4,release,24846.603015333196,Austin Health,0
17,3,release,26528.08521205344,Austin Health,0
18,2,release,26966.390797314045,Austin Health,0
19,1,release,28000.590805368785,Austin Health,0
20,0,request,29826.0,Austin Health,0
21,1,release,32738.153307045537,Austin Health,0
22,0,request,34466.0,Austin Health,0
23,1,request,34745.0,Austin Health,0
24,2,release,36940.79164844914,Austin Health,0
25,1,request,37446.0,Austin Health,0
26,2,release,37744.95171728607,Austin Health,0
27,1,release,40316.02180428458,Austin Health,0
28,0,request,46650.0,Austin Health,0
29,1,release,49825.92536045019,Austin Health,0
30,0,request,51756.0,Austin Health,0
31,1,release,55054.040849072,Austin Health,0
32,0,request,57812.0,Austin Health,0
33,1,release,60674.16363400953,Austin Health,0
34,0,request,63970.0,Austin Health,0
35,1,request,65753.0,Austin Health,0
36,2,request,65812.0,Austin Health,0
37,3,release,66844.48815689204,Austin Health,0
38,2,request,68024.0,Austin Health,0
39,3,release,68266.00897337447,Austin Health,0
40,2,release,68749.75816665628,Austin Health,0
41,1,request,68905.0,Austin Health,0
42,2,release,70966.27787197751,Austin Health,0
43,1,release,72126.24738545754,Austin Health,0
44,0,request,77844.0,Austin Health,0
45,1,request,77933.0,Austin Health,0
46,2,request,77983.0,Austin Health,0
47,3,request,80746.0,Austin Health,0
48,4,release,80909.54579331074,Austin Health,0
49,3,release,81056.48936762715,Austin Health,0
50,2,release,81340.47717213412,Austin Health,0
51,1,request,81806.0,Austin Health,0
52,2,release,83673.72893531468,Austin Health,0
53,1,release,85651.57514297668,Austin Health,0
54,0,request,86724.0,Austin Health,0
55,1,request,88547.0,Austin Health,0
56,2,release,89668.6638267535,Austin Health,0
57,1,release,92010.2336551661,Austin Health,0
58,0,request,95699.0,Austin Health,0
59,1,release,99236.84912220434,Austin Health,0
60,0,request,99561.0,Austin Health,0
61,1,release,102979.76632042768,Austin Health,0
62,0,request,103802.0,Austin Health,0
63,1,request,106334.0,Austin Health,0
64,2,release,106702.3896798311,Austin Health,0
65,1,request,108886.0,Austin Health,0
66,2,request,109191.0,Austin Health,0
67,3,request,109420.0,Austin Health,0
68,4,release,109510.69468899116,Austin Health,0
69,3,request,109749.0,Austin Health,0
70,4,request,111049.0,Austin Health,0
71,5,release,112090.46061532473,Austin Health,0
72,4,release,112108.7904515929,Austin Health,0
73,3,release,112117.8741018833,Austin Health,0
74,2,request,113061.0,Austin Health,0
75,3,release,113063.68714395292,Austin Health,0
76,2,release,113617.12430981154,Austin Health,0
77,1,request,113786.0,Austin Health,0
78,2,release,115991.32079674298,Austin Health,0
79,1,release,116579.86076536828,Austin Health,0
80,0,request,116810.0,Austin Health,0
81,1,request,118441.0,Austin Health,0
82,2,release,119646.14823416325,Austin Health,0
83,1,release,121815.15214360155,Austin Health,0
84,0,request,125515.0,Austin Health,0
85,1,request,126708.0,Austin Health,0
86,2,release,128020.27339864144,Austin Health,0
87,1,request,128144.0,Austin Health,0
88,2,release,128827.40832801371,Austin Health,0
89,1,request,129986.0,Austin Health,0
90,2,release,130737.27691157367,Austin Health,0
91,1,request,131752.0,Austin Health,0
92,2,release,132885.91452784455,Austin Health,0
93,1,request,134174.0,Austin Health,0
94,2,release,134873.76793311696,Austin Health,0
95,1,request,135023.0,Austin Health,0
96,2,request,136317.0,Austin Health,0
97,3,release,137338.08871019064,Austin Health,0
98,2,release,138607.09566624352,Austin Health,0
99,1,request,139459.0,Austin Health,0
100,2,release,139495.79857032798,Austin Health,0
101,1,request,140492.0,Austin Health,0
102,2,release,142482.4690604878,Austin Health,0
103,1,release,143896.85229273225,Austin Health,0
104,0,request,145152.0,Austin Health,0
105,1,release,147732.53537372363,Austin Health,0
106,0,request,150371.0,Austin Health,0
107,1,request,152316.0,Austin Health,0
108,2,release,153551.2003208061,Austin Health,0
109,1,release,155201.07633984264,Austin Health,0
110,0,request,159400.0,Austin Health,0
111,1,request,162004.0,Austin Health,0
112,2,release,162120.06467006216,Austin Health,0
113,1,request,165169.0,Austin Health,0
114,2,release,165659.023994077,Austin Health,0
115,1,release,167805.4979255214,Austin Health,0
116,0,request,171899.0,Austin Health,0
117,1,request,174876.0,Austin Health,0
118,2,release,174883.13085268566,Austin Health,0
119,1,request,177561.0,Austin Health,0
120,2,release,177642.8419875126,Austin Health,0
121,1,request,178973.0,Austin Health,0
122,2,release,180483.909392674,Austin Health,0
123,1,release,181746.7317002626,Austin Health,0
124,0,request,182739.0,Austin Health,0
125,1,request,183128.0,Austin Health,0
126,2,request,183229.0,Austin Health,0
127,3,release,185746.7706793953,Austin Health,0
128,2,release,185848.81669823118,Austin Health,0
129,1,release,185949.00869149002,Austin Health,0
130,0,request,186501.0,Austin Health,0
131,1,release,188944.01176471618,Austin Health,0
132,0,request,190574.0,Austin Health,0
133,1,request,191129.0,Austin Health,0
134,2,request,193115.0,Austin Health,0
135,3,release,193812.2999691523,Austin Health,0
136,2,request,194117.0,Austin Health,0
137,3,release,194416.70574057606,Austin Health,0
138,2,request,194505.0,Austin Health,0
139,3,release,195131.96696967207,Austin Health,0
140,2,release,196888.12796513285,Austin Health,0
141,1,release,197296.8825832422,Austin Health,0
142,0,request,200191.0,Austin Health,0
143,1,request,200942.0,Austin Health,0
144,2,request,201638.0,Austin Health,0
145,3,release,203364.09486038412,Austin Health,0
146,2,release,204216.46835120113,Austin Health,0
147,1,release,204752.1955562765,Austin Health,0
148,0,request,206603.0,Austin Health,0
149,1,request,207337.0,Austin Health,0
150,2,release,209316.61272712433,Austin Health,0
151,1,request,209371.0,Austin Health,0
152,2,request,210081.0,Austin Health,0
153,3,release,210201.99908023994,Austin Health,0
154,2,request,211966.0,Austin Health,0
155,3,release,212101.89272805912,Austin Health,0
156,2,release,213087.3725971456,Austin Health,0
157,1,release,214787.95414501664,Austin Health,0
158,0,request,217173.0,Austin Health,0
159,1,request,218144.0,Austin Health,0
160,2,request,218793.0,Austin Health,0
161,3,release,219582.2758829004,Austin Health,0
162,2,release,220971.49079455,Austin Health,0
163,1,release,221903.36581913254,Austin Health,0
164,0,request,222408.0,Austin Health,0
165,1,request,223009.0,Austin Health,0
166,2,release,224546.56893986845,Austin Health,0
167,1,release,225922.27330399473,Austin Health,0
168,0,request,230823.0,Austin Health,0
169,1,request,232668.0,Austin Health,0
170,2,request,233060.0,Austin Health,0
171,3,request,233274.0,Austin Health,0
172,4,release,233583.5454702509,Austin Health,0
173,3,release,235367.79838385218,Austin Health,0
174,2,release,236043.08543721295,Austin Health,0
175,1,request,236400.0,Austin Health,0
176,2,release,236650.10121002956,Austin Health,0
177,1,request,236803.0,Austin Health,0
178,2,request,238641.0,Austin Health,0
179,3,release,239286.95239035325,Austin Health,0
180,2,release,239385.81090711235,Austin Health,0
181,1,request,241162.0,Austin Health,0
182,2,request,241249.0,Austin Health,0
183,3,request,241681.0,Austin Health,0
184,4,release,242261.84141805366,Austin Health,0
185,3,request,243560.0,Austin Health,0
186,4,release,244107.03089310002,Austin Health,0
187,3,release,244395.4463440226,Austin Health,0
188,2,release,244774.74740077055,Austin Health,0
189,1,release,246094.90627595247,Austin Health,0
190,0,request,252236.0,Austin Health,0
191,1,release,255445.06296414108,Austin Health,0
192,0,request,257152.0,Austin Health,0
193,1,release,260468.1723492478,Austin Health,0
194,0,request,261059.0,Austin Health,0
195,1,request,261399.0,Austin Health,0
196,2,request,262292.0,Austin Health,0
197,3,request,264059.0,Austin Health,0
198,4,release,264131.1852018077,Austin Health,0
199,3,release,264412.66760747205,Austin Health,0
200,2,release,265182.162364658,Austin Health,0
201,1,request,266772.0,Austin Health,0
202,2,release,267013.7641432887,Austin Health,0
203,1,release,269157.96684394387,Austin Health,0
204,0,request,271208.0,Austin Health,0
205,1,release,273958.52489752916,Austin Health,0
206,0,request,275059.0,Austin Health,0
207,1,request,276755.0,Austin Health,0
208,2,request,278434.0,Austin Health,0
209,3,release,278441.88742215134,Austin Health,0
210,2,release,279981.95971052034,Austin Health,0
211,1,request,280210.0,Austin Health,0
212,2,release,281084.43593557546,Austin Health,0
213,1,request,281087.0,Austin Health,0
214,2,release,282666.2248131877,Austin Health,0
215,1,release,284184.66658196,Austin Health,0
216,0,request,284414.0,Austin Health,0
217,1,release,287592.2807033029,Austin Health,0
218,0,request,292539.0,Austin Health,0
219,1,release,295946.54667146027,Austin Health,0
220,0,request,299044.0,Austin Health,0
221,1,release,302165.231366998,Austin Health,0
222,0,request,304206.0,Austin Health,0
223,1,request,305651.0,Austin Health,0
224,2,release,307597.24038912606,Austin Health,0
225,1,release,308369.3644108722,Austin Health,0
226,0,request,309461.0,Austin Health,0
227,1,request,312045.0,Austin Health,0
228,2,release,312667.1335722631,Austin Health,0
229,1,request,312783.0,Austin Health,0
230,2,request,314803.0,Austin Health,0
231,3,release,315090.5152713324,Austin Health,0
232,2,release,315821.3457095601,Austin Health,0
233,1,release,317805.41391912714,Austin Health,0
234,0,request,318292.0,Austin Health,0
235,1,request,319849.0,Austin Health,0
236,2,request,319923.0,Austin Health,0
237,3,request,320472.0,Austin Health,0
238,4,release,321059.9571132415,Austin Health,0
239,3,release,322997.74586475786,Austin Health,0
240,2,release,323264.6657529734,Austin Health,0
241,1,release,323733.97748317727,Austin Health,0
242,0,request,326078.0,Austin Health,0
243,1,request,327331.0,Austin Health,0
244,2,request,327873.0,Austin Health,0
245,3,request,328223.0,Austin Health,0
246,4,release,328851.66248246963,Austin Health,0
247,3,release,330026.09595782636,Austin Health,0
248,2,release,330070.6342006278,Austin Health,0
249,1,release,330979.32025912055,Austin Health,0
250,0,request,333555.0,Austin Health,0
251,1,request,334247.0,Austin Health,0
252,2,request,335270.0,Austin Health,0
253,3,request,335672.0,Austin Health,0
254,4,request,335756.0,Austin Health,0
255,5,release,336301.1521102918,Austin Health,0
256,4,request,336881.0,Austin Health,0
257,5,release,337737.6748576249,Austin Health,0
258,4,release,337772.33835633827,Austin Health,0
259,3,release,338387.47030089505,Austin Health,0
260,2,request,339038.0,Austin Health,0
261,3,request,339137.0,Austin Health,0
262,4,release,339156.1477494933,Austin Health,0
263,3,release,339531.98546059884,Austin Health,0
264,2,request,339552.0,Austin Health,0
265,3,release,341716.4914813217,Austin Health,0
266,2,release,341768.8489024528,Austin Health,0
267,1,request,341872.0,Austin Health,0
268,2,release,342806.4699223766,Austin Health,0
269,1,release,344589.655599335,Austin Health,0
270,0,request,345795.0,Austin Health,0
271,1,release,349146.97714026243,Austin Health,0
272,0,request,359033.0,Austin Health,0
273,1,request,360996.0,Austin Health,0
274,2,release,361949.4049415633,Austin Health,0
275,1,release,364114.19463667285,Austin Health,0
276,0,request,365493.0,Austin Health,0
277,1,request,368629.0,Austin Health,0
278,2,release,368869.9866282553,Austin Health,0
279,1,request,370166.0,Austin Health,0
280,2,release,371328.2376152115,Austin Health,0
281,1,release,372703.7256817113,Austin Health,0
282,0,request,375406.0,Austin Health,0
283,1,request,376484.0,Austin Health,0
284,2,release,377789.3656874053,Austin Health,0
285,1,release,379693.984536844,Austin Health,0
286,0,request,383435.0,Austin Health,0
287,1,release,386112.2739595753,Austin Health,0
288,0,request,387708.0,Austin Health,0
289,1,request,389651.0,Austin Health,0
290,2,release,390539.81053875294,Austin Health,0
291,1,request,390717.0,Austin Health,0
292,2,release,392114.1894395193,Austin Health,0
293,1,release,393949.08170622087,Austin Health,0
294,0,request,395518.0,Austin Health,0
295,1,request,397391.0,Austin Health,0
296,2,release,398421.6146208481,Austin Health,0
297,1,release,400432.3972045657,Austin Health,0
298,0,request,400942.0,Austin Health,0
299,1,release,403694.6825326175,Austin Health,0
300,0,request,416858.0,Austin Health,0
301,1,request,417461.0,Austin Health,0
302,2,request,418143.0,Austin Health,0
303,3,release,419647.3668625516,Austin Health,0
304,2,release,420268.2117561578,Austin Health,0
305,1,release,421830.2503578963,Austin Health,0
306,0,request,423476.0,Austin Health,0
307,1,request,423877.0,Austin Health,0
308,2,release,426479.2683120948,Austin Health,0
309,1,release,427208.5064252125,Austin Health,0
310,0,request,428918.0,Austin Health,0
311,1,request,428932.0,Austin Health,0
312,2,release,431598.1319679996,Austin Health,0
313,1,release,432069.1843995624,Austin Health,0
314,0,request,432299.0,Austin Health,0
315,1,release,434502.6176938339,Austin Health,0
316,0,request,442426.0,Austin Health,0
317,1,request,442578.0,Austin Health,0
318,2,request,443292.0,Austin Health,0
319,3,release,445086.67987419764,Austin Health,0
320,2,release,445376.47683638503,Austin Health,0
321,1,release,446214.10822821275,Austin Health,0
322,0,request,447281.0,Austin Health,0
323,1,request,448169.0,Austin Health,0
324,2,request,448894.0,Austin Health,0
325,3,request,449674.0,Austin Health,0
326,4,release,449930.7107254915,Austin Health,0
327,3,request,450126.0,Austin Health,0
328,4,request,450490.0,Austin Health,0
329,5,release,450553.5821287428,Austin Health,0
330,4,request,450816.0,Austin Health,0
331,5,release,452283.72488413536,Austin Health,0
