,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,13001.0,Austin Health,0
1,1,request,14593.0,Austin Health,0
2,2,release,15128.065756286524,Austin Health,0
3,1,release,16859.726959446354,Austin Health,0
4,0,request,19633.0,Austin Health,0
5,1,request,20464.0,Austin Health,0
6,2,release,22243.106215607826,Austin Health,0
7,1,release,23379.936703214167,Austin Health,0
8,0,request,35888.0,Austin Health,0
9,1,release,38420.86819123455,Austin Health,0
10,0,request,54712.0,Austin Health,0
11,1,release,57315.36749462724,Austin Health,0
12,0,request,57643.0,Austin Health,0
13,1,release,60471.62354802727,Austin Health,0
14,0,request,60666.0,Austin Health,0
15,1,request,60721.0,Austin Health,0
16,2,request,61098.0,Austin Health,0
17,3,release,63586.4905408693,Austin Health,0
18,2,release,63885.5800483818,Austin Health,0
19,1,release,64012.60408293784,Austin Health,0
20,0,request,70740.0,Austin Health,0
21,1,release,73427.82113166225,Austin Health,0
22,0,request,77575.0,Austin Health,0
23,1,release,80448.11219248302,Austin Health,0
24,0,request,88984.0,Austin Health,0
25,1,release,91932.39923123328,Austin Health,0
26,0,request,94151.0,Austin Health,0
27,1,release,97441.11103325456,Austin Health,0
28,0,request,97532.0,Austin Health,0
29,1,release,100352.67993153569,Austin Health,0
30,0,request,101206.0,Austin Health,0
31,1,request,102715.0,Austin Health,0
32,2,release,103853.5233244628,Austin Health,0
33,1,release,105608.49577930446,Austin Health,0
34,0,request,107638.0,Austin Health,0
35,1,release,110757.64090902935,Austin Health,0
36,0,request,120927.0,Austin Health,0
37,1,request,122338.0,Austin Health,0
38,2,release,124286.53338194705,Austin Health,0
39,1,release,125330.086560616,Austin Health,0
40,0,request,126445.0,Austin Health,0
41,1,release,129284.41885648589,Austin Health,0
42,0,request,132479.0,Austin Health,0
43,1,request,133828.0,Austin Health,0
44,2,release,135714.61385671847,Austin Health,0
45,1,release,136437.694543189,Austin Health,0
46,0,request,140638.0,Austin Health,0
47,1,request,141010.0,Austin Health,0
48,2,release,143073.1938309944,Austin Health,0
49,1,request,143199.0,Austin Health,0
50,2,release,143563.43987001368,Austin Health,0
