,capacity_at_event_time,event,event_time,name,queue_at_event_time
0,0,request,4953.0,The Alfred,0
1,1,request,7651.0,The Alfred,0
2,2,request,7806.0,The Alfred,0
3,3,request,8140.0,The Alfred,0
4,4,release,8327.981528715216,The Alfred,0
5,3,release,9974.042121551993,The Alfred,0
6,2,release,10751.703321309398,The Alfred,0
7,1,release,10986.768100120691,The Alfred,0
8,0,request,20988.0,The Alfred,0
9,1,request,23020.0,The Alfred,0
10,2,release,24130.57930105943,The Alfred,0
11,1,release,25352.239423056417,The Alfred,0
12,0,request,26125.0,The Alfred,0
13,1,request,28069.0,The Alfred,0
14,2,release,28660.366722395895,The Alfred,0
15,1,release,31195.030552701945,The Alfred,0
16,0,request,35735.0,The Alfred,0
17,1,release,38558.278088904786,The Alfred,0
18,0,request,39304.0,The Alfred,0
19,1,request,39537.0,The Alfred,0
20,2,request,40966.0,The Alfred,0
21,3,request,41308.0,The Alfred,0
22,4,release,41834.27384408213,The Alfred,0
23,3,release,43221.43101368824,The Alfred,0
24,2,release,43237.842408576646,The Alfred,0
25,1,request,43418.0,The Alfred,0
26,2,release,43540.16918614472,The Alfred,0
27,1,request,44152.0,The Alfred,0
28,2,release,46615.83081297347,The Alfred,0
29,1,release,47028.43605652489,The Alfred,0
30,0,request,63314.0,The Alfred,0
31,1,release,66353.69506398267,The Alfred,0
32,0,request,69292.0,The Alfred,0
33,1,request,70687.0,The Alfred,0
34,2,request,71501.0,The Alfred,0
35,3,release,71865.70024645582,The Alfred,0
36,2,request,72410.0,The Alfred,0
37,3,request,73437.0,The Alfred,0
38,4,release,73918.69075764655,The Alfred,0
39,3,release,74655.47017852428,The Alfred,0
40,2,release,75155.55098386075,The Alfred,0
41,1,request,75980.0,The Alfred,0
42,2,release,76215.87812631215,The Alfred,0
43,1,request,77466.0,The Alfred,0
44,2,request,77908.0,The Alfred,0
45,3,release,79059.40655323927,The Alfred,0
46,2,request,79081.0,The Alfred,0
47,3,release,80315.38150517823,The Alfred,0
48,2,request,80509.0,The Alfred,0
49,3,release,80619.71554380593,The Alfred,0
50,2,release,82125.02426767313,The Alfred,0
51,1,release,83624.09444822998,The Alfred,0
52,0,request,93338.0,The Alfred,0
53,1,request,94846.0,The Alfred,0
54,2,release,96189.44405183868,The Alfred,0
55,1,request,96494.0,The Alfred,0
56,2,request,96913.0,The Alfred,0
57,3,release,97460.21272857637,The Alfred,0
58,2,release,99091.67623665904,The Alfred,0
59,1,release,99691.43485059732,The Alfred,0
60,0,request,99907.0,The Alfred,0
61,1,request,102044.0,The Alfred,0
62,2,release,103073.5133687476,The Alfred,0
63,1,release,105000.1809903417,The Alfred,0
64,0,request,106721.0,The Alfred,0
65,1,release,109502.74159207227,The Alfred,0
66,0,request,109991.0,The Alfred,0
67,1,release,113852.42603523235,The Alfred,0
68,0,request,119229.0,The Alfred,0
69,1,request,121511.0,The Alfred,0
70,2,release,122408.09729924722,The Alfred,0
71,1,release,124296.77952592185,The Alfred,0
72,0,request,136281.0,The Alfred,0
73,1,request,137881.0,The Alfred,0
74,2,request,138149.0,The Alfred,0
75,3,release,138741.7625234289,The Alfred,0
76,2,release,140996.43717353584,The Alfred,0
77,1,release,141026.76934337977,The Alfred,0
78,0,request,146984.0,The Alfred,0
79,1,request,147412.0,The Alfred,0
80,2,request,148712.0,The Alfred,0
81,3,release,149689.71389721992,The Alfred,0
82,2,release,150496.1181972153,The Alfred,0
83,1,release,151528.99078368867,The Alfred,0
84,0,request,160302.0,The Alfred,0
85,1,request,160876.0,The Alfred,0
86,2,request,161178.0,The Alfred,0
87,3,request,161183.0,The Alfred,0
88,4,release,163217.0517854017,The Alfred,0
89,3,release,163823.54930164514,The Alfred,0
90,2,release,164037.3555463801,The Alfred,0
91,1,release,164246.75087426344,The Alfred,0
92,0,request,164493.0,The Alfred,0
93,1,request,165020.0,The Alfred,0
94,2,request,165543.0,The Alfred,0
95,3,request,166332.0,The Alfred,0
96,4,request,166576.0,The Alfred,0
97,5,request,166608.0,The Alfred,0
98,5,release,167039.9765291975,The Alfred,1
99,5,release,167039.9765291975,The Alfred,0
100,4,release,167882.21112577114,The Alfred,0
101,3,release,168071.23047889885,The Alfred,0
102,2,release,169674.8149696085,The Alfred,0
103,1,release,169936.50414572895,The Alfred,0
104,0,request,172093.0,The Alfred,0
105,1,request,172148.0,The Alfred,0
106,2,request,173402.0,The Alfred,0
107,3,release,174660.82851369638,The Alfred,0
108,2,release,174782.2883143535,The Alfred,0
109,1,release,176373.46255237787,The Alfred,0
110,0,request,177368.0,The Alfred,0
111,1,request,179049.0,The Alfred,0
112,2,release,180720.47975942338,The Alfred,0
113,1,release,181689.79982857054,The Alfred,0
114,0,request,190239.0,The Alfred,0
115,1,release,194063.34738481106,The Alfred,0
116,0,request,194896.0,The Alfred,0
117,1,release,197721.06883599362,The Alfred,0
118,0,request,200076.0,The Alfred,0
119,1,request,201599.0,The Alfred,0
120,2,release,203087.18320469663,The Alfred,0
121,1,request,203758.0,The Alfred,0
122,2,release,204943.97402908333,The Alfred,0
123,1,release,207084.98761491932,The Alfred,0
124,0,request,229353.0,The Alfred,0
125,1,release,232057.57910582484,The Alfred,0
126,0,request,234144.0,The Alfred,0
